,Descriptive_ID,Pfam_ID,CL,Description,Gathering_threshold,Symbol,ML,Overlapping_family,Type
7874,DUF6767,PF20555.1,,Domain of unknown function (DUF6767),27; 27;,DUF6767,57,,Domain
7875,DUF6768,PF20556.1,,Family of unknown function (DUF6768),27; 27;,DUF6768,123,,Family
7876,DUF6769,PF20558.1,,Family of unknown function (DUF6769),27; 27;,DUF6769,130,,Family
7877,DUF677,PF05055.15,CL0133,Protein of unknown function (DUF677),29.1; 29.1;,DUF677,336,,Family
7878,DUF6770,PF20559.1,,Family of unknown function (DUF6770),27; 27;,DUF6770,520,,Family
7879,DUF6771,PF20561.1,,Domain of unknown function (DUF6771),23.7; 23.7;,DUF6771,63,,Domain
7880,DUF6772,PF20562.1,,Domain of unknown function (DUF6772),27; 27;,DUF6772,285,,Domain
7881,DUF6773,PF20563.1,,Family of unknown function (DUF6773),27; 27;,DUF6773,163,,Family
7882,DUF6774,PF20564.1,,Family of unknown function (DUF6774),25; 25;,DUF6774,28,,Family
7883,DUF6775,PF20565.1,,Probable metallopeptidase family (DUF6775),27; 27;,DUF6775,258,,Domain
7884,DUF6776,PF20567.1,,Family of unknown function (DUF6776),27; 27;,DUF6776,149,,Family
7885,DUF6777,PF20568.1,,Domain of unknown function (DUF6777),27; 27;,DUF6777,163,,Domain
7886,DUF6778,PF20569.1,,Family of unknown function (DUF6778),27.4; 27.4;,DUF6778,164,,Family
7887,DUF6779,PF20570.1,,Domain of unknown function (DUF6779),28.1; 28.1;,DUF6779,108,,Domain
7888,DUF678,PF05077.15,,Protein of unknown function (DUF678),24.1; 24.1;,DUF678,75,,Family
7889,DUF6780,PF20571.1,,Domain of unknown function (DUF6780),27.4; 27.4;,DUF6780,62,,Domain
7890,DUF6781,PF20572.1,,Family of unknown function (DUF6781),27; 27;,DUF6781,213,,Family
7891,DUF6782,PF20573.1,,Putative metallopeptidase family (DUF6782),27; 27;,DUF6782,241,,Family
7892,DUF6783,PF20574.1,,Family of unknown function (DUF6783),22.8; 22.8;,DUF6783,60,,Family
7893,DUF6784,PF20580.1,,Domain of unknown function (DUF6784),26.4; 26.4;,DUF6784,101,,Domain
7894,DUF6785,PF20581.1,,Family of unknown function (DUF6785),25; 25;,DUF6785,499,,Family
7895,DUF6786,PF20583.1,,Family of unknown function (DUF6786),27; 27;,DUF6786,376,,Family
7896,DUF6787,PF20584.1,,Family of unknown function (DUF6787),27.5; 27.5;,DUF6787,79,,Family
7897,DUF6788,PF20586.1,,Family of unknown function (DUF6788),27.2; 27.2;,DUF6788,103,,Family
7898,DUF6789,PF20587.1,,Family of unknown function (DUF6789),27.1; 27.1;,DUF6789,148,,Family
7899,DUF679,PF05078.15,,Protein of unknown function (DUF679),25; 25;,DUF679,163,,Family
7900,DUF6790,PF20589.1,,Family of unknown function (DUF6790),27.1; 27.1;,DUF6790,158,,Family
7901,DUF6791,PF20590.1,,Domain of unknown function (DUF6791),25; 25;,DUF6791,149,,Domain
7902,DUF6792,PF20591.1,,Domain of unknown function (DUF6792),25; 25;,DUF6792,220,,Domain
7903,DUF6793,PF20593.1,,Family of unknown function (DUF6793),27; 27;,DUF6793,107,,Family
7904,DUF6794,PF20594.1,,Domain of unknown function (DUF6794),27.1; 27.1;,DUF6794,83,,Domain
7905,DUF6795,PF20598.1,,Domain of unknown function (DUF6795),27.4; 27.4;,DUF6795,103,,Domain
7906,DUF6796,PF20599.1,,Family of unknown function (DUF6796),26.9; 26.9;,DUF6796,225,,Family
7907,DUF6797,PF20601.1,,Domain of unknown function (DUF6797),24.9; 24.9;,DUF6797,96,,Domain
7908,DUF6798,PF20604.1,,Domain of unknown function (DUF6798),26.9; 26.9;,DUF6798,61,,Domain
7909,DUF6799,PF20606.1,,Domain of unknown function (DUF6799),26.8; 26.8;,DUF6799,63,,Domain
7910,DUF680,PF05079.15,,Protein of unknown function (DUF680),24; 24;,DUF680,56,,Family
7911,DUF6800,PF20607.1,,Family of unknown function (DUF6800),25; 25;,DUF6800,43,,Family
7912,DUF6801,PF20611.1,,Family of unknown function (DUF6801),26; 26;,DUF6801,162,,Domain
7913,DUF6802,PF20615.1,,Family of unknown function (DUF6802),27; 27;,DUF6802,102,,Family
7914,DUF6803,PF20617.1,,Family of unknown function (DUF6803),27; 27;,DUF6803,162,,Family
7915,DUF6804,PF20619.1,,Family of unknown function (DUF6804),27; 27;,DUF6804,91,,Family
7916,DUF6805,PF20620.1,,Family of unknown function (DUF6805),27; 27;,DUF6805,133,,Domain
7917,DUF6806,PF20621.1,,Family of unknown function (DUF6806),27; 27;,DUF6806,159,,Family
7918,DUF6807,PF14100.9,,Family of unknown function (DUF6807),27; 27;,DUF6807,272,,Family
7919,DUF681,PF05080.15,,Protein of unknown function (DUF681),25; 25;,DUF681,101,,Family
7920,DUF684,PF05075.17,,Protein of unknown function (DUF684),25; 25;,DUF684,338,,Family
7921,DUF685,PF05085.15,,Protein of unknown function (DUF685),25; 25;,DUF685,265,,Family
7922,DUF687,PF05095.15,,Protein of unknown function (DUF687),25; 25;,DUF687,537,,Family
7923,DUF688,PF05097.15,,Protein of unknown function (DUF688),20.3; 20.3;,DUF688,446,,Family
7924,DUF692,PF05114.16,CL0036,Protein of unknown function (DUF692),25; 25;,DUF692,263,,Domain
7925,DUF693,PF05113.16,,Protein of unknown function (DUF693),25; 25;,DUF693,311,,Family
7926,DUF695,PF05117.15,,Family of unknown function (DUF695),23.1; 23.1;,DUF695,134,,Family
7927,DUF697,PF05128.15,,Domain of unknown function (DUF697),27.7; 27.7;,DUF697,162,,Domain
7928,DUF702,PF05142.15,,Domain of unknown function (DUF702),20.6; 20.6;,DUF702,147,,Family
7929,DUF705,PF05152.15,CL0137,Protein of unknown function (DUF705),20.4; 20.4;,DUF705,304,,Family
7930,DUF707,PF05212.15,,Protein of unknown function (DUF707),24.1; 24.1;,DUF707,299,,Family
7931,DUF711,PF05167.15,CL0339,Uncharacterised ACR (DUF711),25; 25;,DUF711,406,,Family
7932,DUF713,PF05218.17,,Protein of unknown function (DUF713),24.5; 24.5;,DUF713,185,,Family
7933,DUF716,PF04819.15,,Family of unknown function (DUF716),25; 25;,DUF716,138,,Family
7934,DUF717,PF05338.15,,Protein of unknown function (DUF717),27; 27;,DUF717,55,,Family
7935,DUF719,PF05334.16,,Protein of unknown function (DUF719),22.4; 22.4;,DUF719,185,,Family
7936,DUF72,PF01904.21,,Protein of unknown function DUF72,25.3; 25.3;,DUF72,218,,Family
7937,DUF720,PF05302.14,,Protein of unknown function (DUF720),25; 25;,DUF720,125,,Family
7938,DUF722,PF05263.14,CL0123,Protein of unknown function (DUF722),29.8; 29.8;,DUF722,134,,Family
7939,DUF723,PF05265.16,,Protein of unknown function (DUF723),20.9; 20.9;,DUF723,60,,Family
7940,DUF724,PF05266.17,,Protein of unknown function (DUF724),38.4; 38.4;,DUF724,188,,Family
7941,DUF725,PF05267.15,,Protein of unknown function (DUF725),22; 22;,DUF725,121,,Family
7942,DUF726,PF05277.15,CL0028,Protein of unknown function (DUF726),22.6; 22.6;,DUF726,343,,Family
7943,DUF728,PF05304.15,,Protein of unknown function (DUF728),25; 25;,DUF728,139,,Family
7944,DUF730,PF05325.14,,Protein of unknown function (DUF730),32; 32;,DUF730,122,,Family
7945,DUF732,PF05305.17,,Protein of unknown function (DUF732),22.4; 22.4;,DUF732,72,,Family
7946,DUF733,PF05306.14,,Protein of unknown function (DUF733),25; 25;,DUF733,87,,Family
7947,DUF735,PF05246.14,,Protein of unknown function (DUF735),23.4; 23.4;,DUF735,204,,Family
7948,DUF736,PF05284.15,,Protein of unknown function (DUF736),22.1; 22.1;,DUF736,100,,Family
7949,DUF739,PF05339.14,CL0123,Protein of unknown function (DUF739),27; 27;,DUF739,69,,Family
7950,DUF740,PF05340.15,,Protein of unknown function (DUF740),21.2; 21.2;,DUF740,625,,Family
7951,DUF742,PF05331.14,CL0123,Protein of unknown function (DUF742),27; 27;,DUF742,114,,Family
7952,DUF745,PF05335.16,,Protein of unknown function (DUF745),33.3; 33.3;,DUF745,183,,Coiled-coil
7953,DUF746,PF05344.14,,Domain of Unknown Function (DUF746),26.9; 26.9;,DUF746,64,,Family
7954,DUF747,PF05346.14,,Eukaryotic membrane protein family,25; 25;,DUF747,319,,Family
7955,DUF748,PF05359.14,CL0401,Domain of Unknown Function (DUF748),22; 22;,DUF748,152,,Family
7956,DUF749,PF05370.14,,Domain of unknown function (DUF749),25; 25;,DUF749,87,,Family
7957,DUF751,PF05421.14,,Protein of unknown function (DUF751),27; 27;,DUF751,60,,Family
7958,DUF753,PF05444.15,,Protein of unknown function (DUF753),23.9; 23.9;,DUF753,148,,Family
7959,DUF755,PF05501.14,,Domain of unknown function (DUF755),29.1; 29.1;,DUF755,123,,Family
7960,DUF758,PF05527.14,,Domain of unknown function (DUF758),22.3; 22.3;,DUF758,181,,Family
7961,DUF759,PF05537.14,,Borrelia burgdorferi protein of unknown function (DUF759),27; 27;,DUF759,429,,Family
7962,DUF760,PF05542.14,,Protein of unknown function (DUF760),20.2; 20.2;,DUF760,84,,Family
7963,DUF761,PF05553.14,,Cotton fibre expressed protein,22; 22;,DUF761,36,,Family
7964,DUF762,PF05555.14,,Coxiella burnetii protein of unknown function (DUF762),25; 25;,DUF762,245,,Family
7965,DUF763,PF05559.14,,Protein of unknown function (DUF763),35.5; 35.5;,DUF763,320,,Family
7966,DUF764,PF05561.14,,Borrelia burgdorferi protein of unknown function (DUF764),25; 25;,DUF764,180,,Family
7967,DUF765,PF05570.14,,Circovirus protein of unknown function (DUF765),25; 25;,DUF765,29,,Family
7968,DUF768,PF05589.14,,Protein of unknown function (DUF768),24.6; 24.6;,DUF768,67,,Family
7969,DUF769,PF05590.14,,Xylella fastidiosa protein of unknown function (DUF769),21; 21;,DUF769,259,,Family
7970,DUF771,PF05595.14,,Domain of unknown function (DUF771),22.9; 22.9;,DUF771,90,,Family
7971,DUF772,PF05598.14,,Transposase domain (DUF772),23.1; 23.1;,DUF772,73,,Domain
7972,DUF775,PF05603.15,,Protein of unknown function (DUF775),27; 27;,DUF775,199,,Family
7973,DUF776,PF05604.14,,Protein of unknown function (DUF776),25; 25;,DUF776,182,,Family
7974,DUF777,PF05606.14,,Borrelia burgdorferi protein of unknown function (DUF777),25; 25;,DUF777,135,,Family
7975,DUF778,PF05608.15,,Protein of unknown function (DUF778),22.9; 22.9;,DUF778,189,,Family
7976,DUF779,PF05610.14,,Protein of unknown function (DUF779),25; 25;,DUF779,94,,Family
7977,DUF780,PF05611.14,,Caenorhabditis elegans protein of unknown function (DUF780),25; 25;,DUF780,71,,Family
7978,DUF787,PF05619.14,,Borrelia burgdorferi protein of unknown function (DUF787),25; 25;,DUF787,362,,Family
7979,DUF789,PF05623.15,,Protein of unknown function (DUF789),25.5; 25.5;,DUF789,295,,Family
7980,DUF790,PF05626.14,,Protein of unknown function (DUF790),28.8; 28.8;,DUF790,387,,Family
7981,DUF792,PF05632.14,,Borrelia burgdorferi protein of unknown function (DUF792),25; 25;,DUF792,184,,Family
7982,DUF799,PF05643.14,CL0342,Putative bacterial lipoprotein (DUF799),25.9; 25.9;,DUF799,185,,Family
7983,DUF802,PF05650.14,,Domain of unknown function (DUF802),22.6; 22.6;,DUF802,53,,Family
7984,DUF805,PF05656.17,,Protein of unknown function (DUF805),28.6; 28.6;,DUF805,105,,Family
7985,DUF806,PF05657.14,,Protein of unknown function (DUF806),25; 25;,DUF806,121,,Family
7986,DUF807,PF05660.14,,Coxiella burnetii protein of unknown function (DUF807),25; 25;,DUF807,142,,Family
7987,DUF808,PF05661.15,,Protein of unknown function (DUF808),28.4; 28.4;,DUF808,303,,Family
7988,DUF809,PF05663.14,,Protein of unknown function (DUF809),25; 25;,DUF809,138,,Family
7989,DUF815,PF05673.16,CL0023,Protein of unknown function (DUF815),23.8; 23.8;,DUF815,247,,Family
7990,DUF816,PF05674.15,,Baculovirus protein of unknown function (DUF816),24.6; 24.6;,DUF816,172,,Family
7991,DUF817,PF05675.15,,Protein of unknown function (DUF817),25.9; 25.9;,DUF817,237,,Family
7992,DUF818,PF05677.15,CL0028,Chlamydia CHLPS protein (DUF818),20; 20;,DUF818,365,,Family
7993,DUF819,PF05684.15,CL0064,Protein of unknown function (DUF819),27; 27;,DUF819,378,,Family
7994,DUF825,PF05695.15,,Plant protein of unknown function (DUF825),29.2; 29.2;,DUF825,1486,,Family
7995,DUF826,PF05696.14,,Protein of unknown function (DUF826),25; 25;,DUF826,65,,Family
7996,DUF829,PF05705.17,CL0028,Eukaryotic protein of unknown function (DUF829),25; 25;,DUF829,245,,Domain
7997,DUF832,PF05734.14,,Herpesvirus protein of unknown function (DUF832),27; 27;,DUF832,228,,Family
7998,DUF834,PF05754.17,,Domain of unknown function (DUF834),23; 23;,DUF834,52,,Domain
7999,DUF835,PF05763.15,CL0023,Protein of unknown function (DUF835),33.1; 33.1;,DUF835,136,,Family
8000,DUF839,PF05787.16,CL0186,Bacterial protein of unknown function (DUF839),24; 24;,DUF839,516,,Repeat
8001,DUF840,PF05801.14,,Lagovirus protein of unknown function (DUF840),25; 25;,DUF840,113,,Family
8002,DUF842,PF05811.16,,Eukaryotic protein of unknown function (DUF842),25.1; 25.1;,DUF842,131,,Family
8003,DUF846,PF05832.15,,Eukaryotic protein of unknown function (DUF846),22.6; 22.6;,DUF846,139,,Family
8004,DUF848,PF05852.14,,Gammaherpesvirus protein of unknown function (DUF848),25.3; 25.3;,DUF848,145,,Family
8005,DUF851,PF05867.14,,Protein of unknown function (DUF851),26.3; 26.3;,DUF851,241,,Family
8006,DUF859,PF05895.15,,Siphovirus protein of unknown function (DUF859),28.8; 28.8;,DUF859,626,,Family
8007,DUF863,PF05904.14,,Plant protein of unknown function (DUF863),25; 25;,DUF863,931,,Family
8008,DUF865,PF05906.14,,Herpesvirus-7 repeat of unknown function (DUF865),27; 27;,DUF865,35,,Repeat
8009,DUF868,PF05910.15,,Plant protein of unknown function (DUF868),27; 27;,DUF868,279,,Family
8010,DUF87,PF01935.20,CL0023,"Helicase HerA, central domain",23.2; 23.2;,DUF87,227,,Domain
8011,DUF870,PF05912.14,,Caenorhabditis elegans protein of unknown function (DUF870),27.1; 27.1;,DUF870,112,,Family
8012,DUF874,PF05917.14,,Helicobacter pylori protein of unknown function (DUF874),21.9; 21.9;,DUF874,398,,Family
8013,DUF881,PF05949.15,,Bacterial protein of unknown function (DUF881),25; 25;,DUF881,145,,Family
8014,DUF883,PF05957.16,CL0406,DUF883 N-terminal domain,25.4; 25.4;,DUF883,53,,Domain
8015,DUF883_C,PF19029.3,CL0500,DUF883 C-terminal glycine zipper region,27; 27;,DUF883_C,30,,Family
8016,DUF884,PF05959.14,,Nucleopolyhedrovirus protein of unknown function (DUF884),25; 25;,DUF884,188,,Family
8017,DUF885,PF05960.14,CL0126,Bacterial protein of unknown function (DUF885),32.4; 32.4;,DUF885,529,,Family
8018,DUF892,PF05974.15,CL0044,Domain of unknown function (DUF892),23.7; 23.7;,DUF892,159,,Domain
8019,DUF896,PF05979.15,,Bacterial protein of unknown function (DUF896),24.2; 24.2;,DUF896,64,,Domain
8020,DUF898,PF05987.16,,Bacterial protein of unknown function (DUF898),28; 28;,DUF898,343,,Family
8021,DUF899,PF05988.15,CL0172,Bacterial protein of unknown function (DUF899),27; 27;,DUF899,216,,Family
8022,DUF900,PF05990.15,CL0028,Alpha/beta hydrolase of unknown function (DUF900),20.5; 20.5;,DUF900,237,,Family
8023,DUF903,PF06004.15,CL0527,Bacterial protein of unknown function (DUF903),27; 27;,DUF903,49,,Family
8024,DUF905,PF06006.15,,Bacterial protein of unknown function (DUF905),22.3; 22.3;,DUF905,70,,Family
8025,DUF908,PF06012.15,,Domain of Unknown Function (DUF908),34.7; 34.7;,DUF908,358,,Family
8026,DUF910,PF06014.14,,Bacterial protein of unknown function (DUF910),25; 25;,DUF910,61,,Family
8027,DUF913,PF06025.15,,Domain of Unknown Function (DUF913),24.7; 24.7;,DUF913,384,,Family
8028,DUF915,PF06028.14,CL0028,Alpha/beta hydrolase of unknown function (DUF915),22; 22;,DUF915,255,,Domain
8029,DUF916,PF06030.15,CL0159,Bacterial protein of unknown function (DUF916),27.3; 27.3;,DUF916,121,,Family
8030,DUF917,PF06032.15,,Protein of unknown function (DUF917),26.2; 26.2;,DUF917,351,,Family
8031,DUF918,PF06033.14,,Nucleopolyhedrovirus protein of unknown function (DUF918),25; 25;,DUF918,152,,Family
8032,DUF919,PF06034.14,,Nucleopolyhedrovirus protein of unknown function (DUF919),21; 21;,DUF919,62,,Family
8033,DUF92,PF01940.19,,Integral membrane protein DUF92,27.5; 27.5;,DUF92,236,,Family
8034,DUF922,PF06037.14,,Bacterial protein of unknown function (DUF922),20.4; 20.4;,DUF922,159,,Family
8035,DUF924,PF06041.14,CL0020,Bacterial protein of unknown function (DUF924),27; 27;,DUF924,181,,Repeat
8036,DUF927,PF06048.14,CL0023,Domain of unknown function (DUF927),22.6; 22.6;,DUF927,286,,Domain
8037,DUF928,PF06051.15,,Domain of Unknown Function (DUF928),26; 26;,DUF928,186,,Family
8038,DUF929,PF06053.14,CL0172,Domain of unknown function (DUF929),24.6; 24.6;,DUF929,206,,Domain
8039,DUF930,PF06059.15,,Domain of Unknown Function (DUF930),25; 25;,DUF930,99,,Family
8040,DUF932,PF06067.14,,Domain of unknown function (DUF932),23; 23;,DUF932,228,,Family
8041,DUF934,PF06073.15,,Bacterial protein of unknown function (DUF934),25; 25;,DUF934,107,,Family
8042,DUF935,PF06074.15,,Protein of unknown function (DUF935),34; 34;,DUF935,520,,Family
8043,DUF936,PF06075.15,,Plant protein of unknown function (DUF936),27; 27;,DUF936,699,,Family
8044,DUF937,PF06078.14,CL0123,Bacterial protein of unknown function (DUF937),25.4; 10;,DUF937,135,,Family
8045,DUF938,PF06080.15,CL0063,Protein of unknown function (DUF938),27; 27;,DUF938,204,,Family
8046,DUF943,PF06092.15,,Enterobacterial putative membrane protein (DUF943),25; 25;,DUF943,151,,Family
8047,DUF945,PF06097.14,,Bacterial protein of unknown function (DUF945),26.8; 26.8;,DUF945,457,,Family
8048,DUF948,PF06103.14,,Bacterial protein of unknown function (DUF948),37.2; 37.2;,DUF948,89,,Family
8049,DUF951,PF06107.14,CL0010,Bacterial protein of unknown function (DUF951),25; 25;,DUF951,55,,Family
8050,DUF952,PF06108.15,CL0084,Protein of unknown function (DUF952),23.7; 23.7;,DUF952,90,,Family
8051,DUF953,PF06110.14,CL0172,Eukaryotic protein of unknown function (DUF953),23.1; 23.1;,DUF953,119,,Family
8052,DUF956,PF06115.14,CL0266,Domain of unknown function (DUF956),26.9; 26.9;,DUF956,117,,Family
8053,DUF959,PF06121.17,,Domain of Unknown Function (DUF959),25; 25;,DUF959,188,,Domain
8054,DUF960,PF06124.14,,Staphylococcal protein of unknown function (DUF960),25; 25;,DUF960,94,,Family
8055,DUF961,PF06125.14,CL0021,Bacterial protein of unknown function (DUF961),25; 25;,DUF961,101,,Family
8056,DUF963,PF06131.14,,Schizosaccharomyces pombe repeat of unknown function (DUF963),21; 21;,DUF963,36,,Repeat
8057,DUF968,PF06147.14,CL0263,Protein of unknown function (DUF968),27.6; 27.6;,DUF968,171,,Family
8058,DUF969,PF06149.15,,Protein of unknown function (DUF969),32; 32;,DUF969,216,,Family
8059,DUF973,PF06157.14,,Protein of unknown function (DUF973),26.4; 26.4;,DUF973,310,,Family
8060,DUF974,PF06159.16,,Protein of unknown function (DUF974),25.3; 25.3;,DUF974,246,,Family
8061,DUF975,PF06161.14,,Protein of unknown function (DUF975),34.8; 34.8;,DUF975,243,,Family
8062,DUF977,PF06163.14,CL0123,Bacterial protein of unknown function (DUF977),22.1; 22.1;,DUF977,127,,Family
8063,DUF979,PF06166.15,,Protein of unknown function (DUF979),26; 26;,DUF979,311,,Family
8064,DUF981,PF06168.14,,Protein of unknown function (DUF981),29; 29;,DUF981,187,,Family
8065,DUF982,PF06169.15,,Protein of unknown function (DUF982),22.2; 22.2;,DUF982,73,,Family
8066,DUF983,PF06170.15,,Protein of unknown function (DUF983),22.6; 22.6;,DUF983,85,,Family
8067,DUF986,PF06173.15,CL0266,Protein of unknown function (DUF986),23.6; 23.6;,DUF986,148,,Family
8068,DUF987,PF06174.14,,Protein of unknown function (DUF987),25; 25;,DUF987,65,,Family
8069,DUF99,PF01949.19,CL0219,Protein of unknown function DUF99,32.7; 32.7;,DUF99,183,,Family
8070,DUF992,PF06186.14,,Protein of unknown function (DUF992),22.7; 22.7;,DUF992,143,,Family
8071,DUF993,PF06187.14,CL0036,Protein of unknown function (DUF993),24; 24;,DUF993,382,,Domain
8072,DUF995,PF06191.15,,Protein of unknown function (DUF995),20; 20;,DUF995,140,,Family
8073,DUF996,PF06195.16,,Protein of unknown function (DUF996),31.3; 31.3;,DUF996,138,,Family
8074,DUF997,PF06196.15,,Protein of unknown function (DUF997),26.3; 26.3;,DUF997,77,,Family
8075,DUF998,PF06197.16,CL0412,Protein of unknown function (DUF998),30; 30;,DUF998,185,,Family
8076,DUF999,PF06198.14,,Protein of unknown function (DUF999),25; 25;,DUF999,143,,Family
8077,DUP,PF00674.21,,DUP family,23; 23;,DUP,103,,Family
8078,DUSP,PF06337.15,,DUSP domain,29.3; 29.3;,DUSP,93,,Domain
8079,DVL,PF08137.15,,DVL family,19.6; 19.6;,DVL,19,,Family
8080,DVNP,PF19060.3,,DVNP family,25; 25;,DVNP,78,,Family
8081,DWNN,PF08783.14,CL0072,DWNN domain,26; 26;,DWNN,74,,Domain
8082,DX,PF01666.20,,DX module,25; 25;,DX,76,,Family
8083,DXPR_C,PF13288.9,CL0063,DXP reductoisomerase C-terminal domain,27; 27;,DXPR_C,115,,Domain
8084,DXP_redisom_C,PF08436.15,CL0139,1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal domain,26; 26;,DXP_redisom_C,84,,Domain
8085,DXP_reductoisom,PF02670.19,CL0063,1-deoxy-D-xylulose 5-phosphate reductoisomerase,21.7; 21.7;,DXP_reductoisom,129,,Family
8086,DXP_synthase_N,PF13292.9,CL0254,1-deoxy-D-xylulose-5-phosphate synthase,21.2; 21.2;,DXP_synthase_N,273,,Family
8087,DYW_deaminase,PF14432.9,CL0109,DYW family of nucleic acid deaminases,24; 24;,DYW_deaminase,93,,Domain
8088,DZF,PF07528.17,CL0260,DZF domain,25; 25;,DZF,248,,Domain
8089,DZR,PF12773.10,CL0167,Double zinc ribbon,27.3; 27.3;,DZR,49,,Family
8090,DZR_2,PF18912.3,CL0167,Double zinc ribbon domain,27; 27;,DZR_2,56,,Domain
